"ACB.date","close_transformed","close_scaled"
2013-01-02,1.60610018916644,0.145623476659344
2013-01-03,1.60123098543845,0.128265275358886
2013-01-04,1.60449081151493,0.139886213894425
2013-01-07,1.60449081151493,0.139886213894425
2013-01-08,1.60610018916644,0.145623476659344
2013-01-09,1.61850699842159,0.189852452191645
2013-01-10,1.62148506392602,0.200468943798828
2013-01-11,1.62000196278043,0.195181843551579
2013-01-14,1.61700000962353,0.184480194965307
2013-01-15,1.62000196278043,0.195181843551579
2013-01-16,1.62000196278043,0.195181843551579
2013-01-17,1.61700000962353,0.184480194965307
2013-01-18,1.613949298215,0.173604728318785
2013-01-21,1.60927883454365,0.15695501450468
2013-01-22,1.60123098543845,0.128265275358886
2013-01-23,1.60123098543845,0.128265275358886
2013-01-24,1.60610018916644,0.145623476659344
2013-01-25,1.61084847528258,0.162550619338191
2013-01-28,1.61240523732699,0.168100312974636
2013-01-29,1.6154808320576,0.179064486058113
2013-01-30,1.6154808320576,0.179064486058113
2013-01-31,1.61240523732699,0.168100312974636
2013-02-01,1.61240523732699,0.168100312974636
2013-02-04,1.61084847528258,0.162550619338191
2013-02-05,1.60927883454365,0.15695501450468
2013-02-06,1.61084847528258,0.162550619338191
2013-02-07,1.61084847528258,0.162550619338191
2013-02-08,1.6154808320576,0.179064486058113
2013-02-18,1.613949298215,0.173604728318785
2013-02-19,1.61240523732699,0.168100312974636
2013-02-20,1.60769613405748,0.151312853040083
2013-02-21,1.59283240635948,0.0983252205913211
2013-02-22,1.5979150712942,0.116444388736305
2013-02-25,1.5979150712942,0.116444388736305
2013-02-26,1.59110830887855,0.092178993650059
2013-02-27,1.59283240635948,0.0983252205913211
2013-02-28,1.59283240635948,0.0983252205913211
2013-03-01,1.59623556817485,0.110457136023341
2013-03-04,1.59110830887855,0.092178993650059
2013-03-05,1.58936890010177,0.0859781835427372
2013-03-06,1.59283240635948,0.0983252205913211
2013-03-07,1.59110830887855,0.092178993650059
2013-03-08,1.59283240635948,0.0983252205913211
2013-03-11,1.59454141890081,0.104417671302907
2013-03-12,1.59454141890081,0.104417671302907
2013-03-13,1.59283240635948,0.0983252205913211
2013-03-14,1.59283240635948,0.0983252205913211
2013-03-15,1.59454141890081,0.104417671302907
2013-03-18,1.59283240635948,0.0983252205913211
2013-03-19,1.59283240635948,0.0983252205913211
2013-03-20,1.59454141890081,0.104417671302907
2013-03-21,1.59283240635948,0.0983252205913211
2013-03-22,1.59283240635948,0.0983252205913211
2013-03-25,1.59283240635948,0.0983252205913211
2013-03-26,1.58936890010177,0.0859781835427372
2013-03-27,1.58936890010177,0.0859781835427372
2013-03-28,1.59110830887855,0.092178993650059
2013-03-29,1.59110830887855,0.092178993650059
2013-04-01,1.58936890010177,0.0859781835427372
2013-04-02,1.58936890010177,0.0859781835427372
2013-04-03,1.58936890010177,0.0859781835427372
2013-04-04,1.58584321904069,0.0734094998321593
2013-04-05,1.58761394886045,0.0797219661772007
2013-04-08,1.58584321904069,0.0734094998321593
2013-04-09,1.58405646944609,0.0670399246677001
2013-04-10,1.58405646944609,0.0670399246677001
2013-04-11,1.59623556817485,0.110457136023341
2013-04-12,1.59283240635948,0.0983252205913211
2013-04-15,1.58584321904069,0.0734094998321593
2013-04-16,1.58405646944609,0.0670399246677001
