"VCB.date","close_transformed","close_scaled"
2013-01-02,5.27257053058563,0.0747354004185947
2013-01-03,5.33853912601566,0.0858004741470234
2013-01-04,5.40370243444252,0.0967304751184154
2013-01-07,5.47722557505166,0.109062691171866
2013-01-08,5.61248608016091,0.131750266249402
2013-01-09,5.6302753041037,0.134734096255412
2013-01-10,5.70087712549569,0.146576312297322
2013-01-11,5.66568618968612,0.140673650632829
2013-01-14,5.64800849857718,0.137708528301608
2013-01-15,5.65685424949238,0.13919224772025
2013-01-16,5.66568618968612,0.140673650632829
2013-01-17,5.61248608016091,0.131750266249402
2013-01-18,5.62138772902208,0.133243361567126
2013-01-21,5.57673739743947,0.125754052332335
2013-01-22,5.53172667437573,0.118204293753672
2013-01-23,5.51361950083609,0.115167133284762
2013-01-24,5.56776436283002,0.124248983308596
2013-01-25,5.70087712549569,0.146576312297322
2013-01-28,5.72712842531054,0.150979506969346
2013-01-29,5.8309518948453,0.168394071242765
2013-01-30,5.85662018573853,0.172699476403582
2013-01-31,5.8309518948453,0.168394071242765
2013-02-01,5.85662018573853,0.172699476403582
2013-02-04,5.80517010948,0.164069629376784
2013-02-05,5.80517010948,0.164069629376784
2013-02-06,5.87367006223537,0.175559293855634
2013-02-07,5.87367006223537,0.175559293855634
2013-02-08,5.87367006223537,0.175559293855634
2013-02-18,5.85662018573853,0.172699476403582
2013-02-19,5.82237065120385,0.166954718275565
2013-02-20,5.83952052826257,0.169831309066247
2013-02-21,5.65685424949238,0.13919224772025
2013-02-22,5.71839138219832,0.149514021376164
2013-02-25,5.78791845139511,0.161175966605846
2013-02-26,5.55877684387492,0.122741484790163
2013-02-27,5.55877684387492,0.122741484790163
2013-02-28,5.68330889535313,0.143629550121498
2013-03-01,5.69209978830308,0.145104068079564
2013-03-04,5.66568618968612,0.140673650632829
2013-03-05,5.62138772902208,0.133243361567126
2013-03-06,5.67450438364444,0.142152747855748
2013-03-07,5.67450438364444,0.142152747855748
2013-03-08,5.68330889535313,0.143629550121498
2013-03-11,5.67450438364444,0.142152747855748
2013-03-12,5.68330889535313,0.143629550121498
2013-03-13,5.70087712549569,0.146576312297322
2013-03-14,5.65685424949238,0.13919224772025
2013-03-15,5.73585215987999,0.152442760288126
2013-03-18,5.70964096944808,0.148046293260923
2013-03-19,5.66568618968612,0.140673650632829
2013-03-20,5.68330889535313,0.143629550121498
2013-03-21,5.67450438364444,0.142152747855748
2013-03-22,5.63914887194867,0.136222481475665
2013-03-25,5.65685424949238,0.13919224772025
2013-03-26,5.63914887194867,0.136222481475665
2013-03-27,5.68330889535313,0.143629550121498
2013-03-28,5.65685424949238,0.13919224772025
2013-03-29,5.65685424949238,0.13919224772025
2013-04-01,5.65685424949238,0.13919224772025
2013-04-02,5.67450438364444,0.142152747855748
2013-04-03,5.65685424949238,0.13919224772025
2013-04-04,5.6302753041037,0.134734096255412
2013-04-05,5.57673739743947,0.125754052332335
2013-04-08,5.61248608016091,0.131750266249402
2013-04-09,5.58569601750758,0.127256703569827
2013-04-10,5.39444158370447,0.0951771299920491
2013-04-11,5.43139024560011,0.101374619348567
2013-04-12,5.35723809439155,0.088936897810072
2013-04-15,5.22494019104525,0.0667462471663726
2013-04-16,5.29150262212918,0.0779109264002717
2013-04-17,5.3103672189407,0.0810751313255979
2013-04-18,5.22494019104525,0.0667462471663726
2013-04-22,5.16720427310553,0.0570620605527709
2013-04-23,5.19615242270663,0.0619176044301235
2013-04-24,5.15751878329105,0.0554374896763638
2013-04-25,5.23450093132096,0.0683498934977739
2013-04-26,5.23450093132096,0.0683498934977739
2013-05-02,5.21536192416212,0.0651396610542754
2013-05-03,5.21536192416212,0.0651396610542754
2013-05-06,5.29150262212918,0.0779109264002717
2013-05-07,5.2820450584977,0.0763245861395545
2013-05-08,5.30094331227943,0.0794944364307458
2013-05-09,5.27257053058563,0.0747354004185947
2013-05-10,5.24404424085076,0.0699506161275657
2013-05-13,5.27257053058563,0.0747354004185947
2013-05-14,5.21536192416212,0.0651396610542754
2013-05-15,5.2820450584977,0.0763245861395545
2013-05-16,5.42217668469038,0.0998292062606738
2013-05-17,5.34789678284837,0.0873700567962281
2013-05-20,5.42217668469038,0.0998292062606738
2013-05-21,5.43139024560011,0.101374619348567
2013-05-22,5.43139024560011,0.101374619348567
