code,date,time,floor,type,basicPrice,ceilingPrice,floorPrice,open,high,low,close,average,adOpen,adHigh,adLow,adClose,adAverage,nmVolume,nmValue,ptVolume,ptValue,change,adChange,pctChange
BID,2014-04-16,15:04:08,HOSE,STOCK,16.5,17.1,14.9,16.5,16.5,15.8,16.0,16.2,9.746,9.746,9.333,9.45,9.569,1065090.0,17250560000.0,0.0,0.0,-0.5,-0.2953,-3.0303
BID,2014-04-17,15:04:09,HOSE,STOCK,16.0,17.2,15.0,16.0,16.4,16.0,16.1,16.23,9.45,9.687,9.45,9.511,9.587,681040.0,11053211000.0,0.0,0.0,0.1,0.0591,0.625
BID,2014-04-18,15:04:11,HOSE,STOCK,16.1,17.0,14.8,16.1,16.2,15.9,15.9,16.04,9.511,9.569,9.393,9.393,9.475,763370.0,12243898000.0,0.0,0.0,-0.2,-0.1182,-1.2422
BID,2014-04-21,15:04:55,HOSE,STOCK,15.9,16.5,14.5,15.9,15.9,15.4,15.5,15.67,9.393,9.393,9.097,9.155,9.257,565920.0,8865436000.0,0.0,0.0,-0.4,-0.2363,-2.5157
BID,2014-04-22,15:04:10,HOSE,STOCK,15.5,16.9,14.7,15.4,15.8,15.3,15.8,15.55,9.097,9.333,9.038,9.333,9.185,529160.0,8230197000.0,0.0,0.0,0.3,0.1772,1.9355
BID,2014-04-23,15:04:10,HOSE,STOCK,15.8,16.9,14.7,15.9,15.9,15.6,15.8,15.74,9.393,9.393,9.215,9.333,9.297,217960.0,3430359000.0,0.0,0.0,0.0,0.0,0.0
BID,2014-04-24,15:04:11,HOSE,STOCK,15.8,17.0,14.8,15.7,15.9,15.7,15.9,15.78,9.274,9.393,9.274,9.393,9.321,288090.0,4546911000.0,0.0,0.0,0.1,0.0591,0.6329
BID,2014-04-25,15:04:11,HOSE,STOCK,15.9,16.7,14.7,15.7,16.0,15.7,15.7,15.79,9.274,9.45,9.274,9.274,9.326,516240.0,8149581000.0,0.0,0.0,-0.2,-0.1181,-1.2579
BID,2014-04-28,15:04:10,HOSE,STOCK,15.7,16.7,14.7,15.7,15.8,15.6,15.7,15.7,9.274,9.333,9.215,9.274,9.274,336220.0,5278945000.0,0.0,0.0,0.0,0.0,0.0
BID,2014-04-29,15:04:08,HOSE,STOCK,15.7,16.9,14.7,15.7,15.8,15.7,15.8,15.75,9.274,9.333,9.274,9.333,9.303,202970.0,3196577000.0,0.0,0.0,0.1,0.0591,0.6369
BID,2014-05-05,15:05:08,HOSE,STOCK,15.8,16.6,14.6,15.9,15.9,15.5,15.6,15.69,9.393,9.393,9.155,9.215,9.268,301760.0,4733164000.0,0.0,0.0,-0.2,-0.1181,-1.2658
BID,2014-05-06,15:05:10,HOSE,STOCK,15.6,16.2,14.2,15.5,15.6,15.1,15.2,15.27,9.155,9.215,8.919,8.979,9.02,479520.0,7320848000.0,0.0,0.0,-0.4,-0.2363,-2.5641
BID,2014-05-07,15:05:12,HOSE,STOCK,15.2,16.5,14.5,15.2,15.6,15.2,15.5,15.37,8.979,9.215,8.979,9.155,9.079,274120.0,4213067000.0,0.0,0.0,0.3,0.1772,1.9737
BID,2014-05-08,15:05:09,HOSE,STOCK,15.5,16.5,14.5,15.3,15.3,14.5,14.6,14.58,9.038,9.038,8.565,8.624,8.612,1515840.0,22099097000.0,0.0,0.0,-0.9,-0.5316,-5.8065
BID,2014-05-09,15:05:11,HOSE,STOCK,14.6,15.8,13.8,14.4,14.8,14.4,14.8,14.68,8.506,8.743,8.506,8.743,8.672,308830.0,4534444000.0,0.0,0.0,0.2,0.1181,1.3699
BID,2014-05-12,15:05:08,HOSE,STOCK,14.8,14.9,13.1,14.7,14.7,13.8,14.0,14.0,8.683,8.683,8.153,8.269,8.269,520700.0,7288128000.0,0.0,0.0,-0.8,-0.4725,-5.4054
BID,2014-05-13,15:05:12,HOSE,STOCK,14.0,15.0,13.2,14.0,14.2,13.5,14.1,13.99,8.269,8.388,7.973,8.329,8.264,695610.0,9730486000.0,0.0,0.0,0.1,0.0591,0.7143
BID,2014-05-14,15:05:14,HOSE,STOCK,14.1,15.7,13.7,14.0,14.8,14.0,14.7,14.41,8.269,8.743,8.269,8.683,8.513,473470.0,6821512000.0,0.0,0.0,0.6,0.3544,4.2553
BID,2014-05-15,15:05:07,HOSE,STOCK,14.7,15.1,13.3,14.8,14.8,13.9,14.2,14.41,8.743,8.743,8.21,8.388,8.513,636940.0,9180116000.0,0.0,0.0,-0.5,-0.2954,-3.4014
BID,2014-05-16,16:05:00,HOSE,STOCK,14.2,15.6,13.6,14.2,14.6,14.1,14.6,14.41,8.388,8.624,8.329,8.624,8.513,333670.0,4807405000.0,0.0,0.0,0.4,0.2363,2.8169
BID,2014-05-19,15:05:10,HOSE,STOCK,14.6,15.5,13.5,14.4,14.7,14.4,14.5,14.58,8.506,8.683,8.506,8.565,8.612,357580.0,5213678000.0,0.0,0.0,-0.1,-0.0591,-0.6849
BID,2014-05-20,15:05:15,HOSE,STOCK,14.5,15.7,13.7,14.5,14.7,14.4,14.7,14.54,8.565,8.683,8.506,8.683,8.588,181780.0,2643212000.0,0.0,0.0,0.2,0.1181,1.3793
BID,2014-05-21,15:05:11,HOSE,STOCK,14.7,15.9,13.9,14.6,15.0,14.4,14.9,14.74,8.624,8.86,8.506,8.802,8.707,604540.0,8912854000.0,0.0,0.0,0.2,0.1181,1.3605
BID,2014-05-22,15:05:10,HOSE,STOCK,14.9,15.6,13.6,14.9,14.9,14.6,14.6,14.75,8.802,8.802,8.624,8.624,8.713,233070.0,3438840000.0,0.0,0.0,-0.3,-0.1772,-2.0134
BID,2014-05-23,15:05:13,HOSE,STOCK,14.6,15.7,13.7,14.7,14.7,14.5,14.7,14.6,8.683,8.683,8.565,8.683,8.624,163360.0,2385437000.0,0.0,0.0,0.1,0.0591,0.6849
BID,2014-05-26,15:05:10,HOSE,STOCK,14.7,15.6,13.6,14.5,14.7,14.5,14.6,14.59,8.565,8.683,8.565,8.624,8.618,103450.0,1509833000.0,0.0,0.0,-0.1,-0.0591,-0.6803
BID,2014-05-27,15:05:06,HOSE,STOCK,14.6,16.0,14.0,14.6,15.0,14.6,15.0,14.82,8.624,8.86,8.624,8.86,8.754,445140.0,6595179000.0,0.0,0.0,0.4,0.2363,2.7397
BID,2014-05-28,15:05:10,HOSE,STOCK,15.0,15.9,13.9,15.0,15.0,14.8,14.9,14.9,8.86,8.86,8.743,8.802,8.802,404820.0,6033562000.0,0.0,0.0,-0.1,-0.0591,-0.6667
BID,2014-05-29,15:05:54,HOSE,STOCK,14.9,15.9,13.9,14.8,15.0,14.8,14.9,14.88,8.743,8.86,8.743,8.802,8.79,423040.0,6295424000.0,0.0,0.0,0.0,0.0,0.0
BID,2014-05-30,15:05:13,HOSE,STOCK,14.9,15.8,13.8,14.8,14.9,14.7,14.8,14.77,8.743,8.802,8.683,8.743,8.723,192420.0,2842499000.0,0.0,0.0,-0.1,-0.0591,-0.6711
BID,2014-06-02,15:06:11,HOSE,STOCK,14.8,15.6,13.6,14.8,14.8,14.5,14.6,14.57,8.743,8.743,8.565,8.624,8.606,278960.0,4063076000.0,0.0,0.0,-0.2,-0.1181,-1.3514
BID,2014-06-03,15:06:09,HOSE,STOCK,14.6,15.5,13.5,14.5,14.7,14.5,14.5,14.58,8.565,8.683,8.565,8.565,8.612,168500.0,2456462000.0,0.0,0.0,-0.1,-0.0591,-0.6849
BID,2014-06-04,15:06:12,HOSE,STOCK,14.5,15.5,13.5,14.5,14.6,14.3,14.5,14.46,8.565,8.624,8.447,8.565,8.541,157450.0,2276560000.0,0.0,0.0,0.0,0.0,0.0
BID,2014-06-05,15:06:09,HOSE,STOCK,14.5,15.5,13.5,14.5,14.5,14.3,14.5,14.44,8.565,8.565,8.447,8.565,8.53,54870.0,792453000.0,0.0,0.0,0.0,0.0,0.0
BID,2014-06-06,15:06:09,HOSE,STOCK,14.5,15.6,13.6,14.4,14.6,14.4,14.6,14.5,8.506,8.624,8.506,8.624,8.565,91870.0,1331699000.0,0.0,0.0,0.1,0.0591,0.6897
BID,2014-06-09,15:06:06,HOSE,STOCK,14.6,15.5,13.5,14.6,14.7,14.4,14.5,14.55,8.624,8.683,8.506,8.565,8.594,162110.0,2358293000.0,0.0,0.0,-0.1,-0.0591,-0.6849
BID,2014-06-10,15:06:10,HOSE,STOCK,14.5,15.7,13.7,14.5,14.8,14.4,14.7,14.6,8.565,8.743,8.506,8.683,8.624,216450.0,3159546000.0,0.0,0.0,0.2,0.1181,1.3793
BID,2014-06-11,15:06:07,HOSE,STOCK,14.7,15.7,13.7,14.7,14.7,14.5,14.7,14.62,8.683,8.683,8.565,8.683,8.635,361280.0,5283698000.0,0.0,0.0,0.0,0.0,0.0
BID,2014-06-12,15:06:06,HOSE,STOCK,14.7,15.9,13.9,14.7,14.9,14.7,14.9,14.79,8.683,8.802,8.683,8.802,8.736,454450.0,6723297000.0,0.0,0.0,0.2,0.1181,1.3605
BID,2014-06-13,15:06:06,HOSE,STOCK,14.9,15.9,13.9,14.8,15.0,14.7,14.9,14.88,8.743,8.86,8.683,8.802,8.79,507030.0,7543880000.0,0.0,0.0,0.0,0.0,0.0
BID,2014-06-16,15:06:06,HOSE,STOCK,14.9,15.9,13.9,14.9,15.0,14.8,14.9,14.9,8.802,8.86,8.743,8.802,8.802,343780.0,5120702000.0,0.0,0.0,0.0,0.0,0.0
BID,2014-06-17,15:06:53,HOSE,STOCK,14.9,15.9,13.9,14.9,15.0,14.8,14.9,14.87,8.802,8.86,8.743,8.802,8.784,241630.0,3593745000.0,0.0,0.0,0.0,0.0,0.0
BID,2014-06-18,15:06:46,HOSE,STOCK,14.9,15.9,13.9,14.9,15.0,14.8,14.9,14.88,8.802,8.86,8.743,8.802,8.79,427080.0,6352914000.0,0.0,0.0,0.0,0.0,0.0
BID,2014-06-19,15:06:11,HOSE,STOCK,14.9,15.9,13.9,14.8,14.9,14.6,14.9,14.78,8.743,8.802,8.624,8.802,8.73,310390.0,4586479000.0,0.0,0.0,0.0,0.0,0.0
BID,2014-06-20,15:06:09,HOSE,STOCK,14.9,15.7,13.7,14.8,14.9,14.7,14.7,14.84,8.743,8.802,8.683,8.683,8.765,136260.0,2022026000.0,0.0,0.0,-0.2,-0.1181,-1.3423
BID,2014-06-23,15:06:13,HOSE,STOCK,14.7,15.9,13.9,14.7,14.9,14.7,14.9,14.79,8.683,8.802,8.683,8.802,8.736,210760.0,3118015000.0,0.0,0.0,0.2,0.1181,1.3605
BID,2014-06-24,15:06:10,HOSE,STOCK,14.9,16.0,14.0,14.8,15.0,14.8,15.0,14.9,8.743,8.86,8.743,8.86,8.802,317550.0,4731972000.0,0.0,0.0,0.1,0.0591,0.6711
BID,2014-06-25,15:06:09,HOSE,STOCK,15.0,16.0,14.0,14.9,15.0,14.8,15.0,14.901,8.802,8.86,8.743,8.86,8.802,282130.0,4204000000.0,0.0,0.0,0.0,0.0,0.0
BID,2014-06-26,15:06:12,HOSE,STOCK,15.0,16.1,14.1,14.9,15.3,14.8,15.1,15.06,8.802,9.038,8.743,8.919,8.896,561760.0,8457865000.0,0.0,0.0,0.1,0.0591,0.6667
BID,2014-06-27,15:06:10,HOSE,STOCK,15.1,16.2,14.2,15.0,15.2,15.0,15.2,15.08,8.86,8.979,8.86,8.979,8.908,295440.0,4456278000.0,0.0,0.0,0.1,0.0591,0.6623
BID,2014-06-30,15:06:11,HOSE,STOCK,15.2,16.2,14.2,15.2,15.2,15.0,15.2,15.13,8.979,8.979,8.86,8.979,8.938,259480.0,3925661000.0,0.0,0.0,0.0,0.0,0.0
BID,2014-07-01,15:07:10,HOSE,STOCK,15.2,16.1,14.1,15.1,15.1,15.0,15.1,15.06,8.919,8.919,8.86,8.919,8.896,375930.0,5661747000.0,0.0,0.0,-0.1,-0.0591,-0.6579
BID,2014-07-02,15:07:14,HOSE,STOCK,15.1,16.2,14.2,15.1,15.3,15.0,15.2,15.09,8.919,9.038,8.86,8.979,8.913,650420.0,9812572000.0,0.0,0.0,0.1,0.0591,0.6623
BID,2014-07-03,15:07:12,HOSE,STOCK,15.2,16.2,14.2,15.2,15.3,15.1,15.2,15.18,8.979,9.038,8.919,8.979,8.967,391260.0,5938001000.0,0.0,0.0,0.0,0.0,0.0
BID,2014-07-04,15:07:09,HOSE,STOCK,15.2,16.2,14.2,15.2,15.2,15.1,15.2,15.16,8.979,8.979,8.919,8.979,8.955,206750.0,3133723000.0,0.0,0.0,0.0,0.0,0.0
BID,2014-07-07,15:07:08,HOSE,STOCK,15.2,16.0,14.0,15.1,15.2,15.0,15.0,15.06,8.919,8.979,8.86,8.86,8.896,252570.0,3803437000.0,0.0,0.0,-0.2,-0.1181,-1.3158
BID,2014-07-08,15:07:09,HOSE,STOCK,15.0,15.8,13.8,15.0,15.1,14.8,14.8,14.93,8.86,8.919,8.743,8.743,8.818,284940.0,4254856000.0,0.0,0.0,-0.2,-0.1181,-1.3333
BID,2014-07-09,15:07:11,HOSE,STOCK,14.8,16.0,14.0,14.9,15.1,14.8,15.0,14.96,8.802,8.919,8.743,8.86,8.837,304900.0,4562525000.0,0.0,0.0,0.2,0.1181,1.3514
BID,2014-07-10,15:07:11,HOSE,STOCK,15.0,15.8,13.8,15.0,15.0,14.8,14.8,14.9,8.86,8.86,8.743,8.743,8.802,344960.0,5141368000.0,0.0,0.0,-0.2,-0.1181,-1.3333
BID,2014-07-11,15:07:06,HOSE,STOCK,14.8,15.9,13.9,14.9,14.9,14.8,14.9,14.817,8.802,8.802,8.743,8.802,8.752,117230.0,1737000000.0,0.0,0.0,0.1,0.0591,0.6757
BID,2014-07-14,15:07:09,HOSE,STOCK,14.9,15.8,13.8,14.8,14.9,14.7,14.8,14.81,8.743,8.802,8.683,8.743,8.748,82990.0,1229268000.0,0.0,0.0,-0.1,-0.0591,-0.6711
BID,2014-07-15,15:07:06,HOSE,STOCK,14.8,15.9,13.9,14.8,14.9,14.7,14.9,14.79,8.743,8.802,8.683,8.802,8.736,355370.0,5256045000.0,0.0,0.0,0.1,0.0591,0.6757
BID,2014-07-16,15:07:08,HOSE,STOCK,14.9,15.9,13.9,15.0,15.0,14.9,14.9,14.95,8.86,8.86,8.802,8.802,8.831,356200.0,5324823000.0,0.0,0.0,0.0,0.0,0.0
BID,2014-07-17,15:07:06,HOSE,STOCK,14.9,15.9,13.9,14.9,15.0,14.8,14.9,14.84,8.802,8.86,8.743,8.802,8.765,103650.0,1538018000.0,0.0,0.0,0.0,0.0,0.0
BID,2014-07-18,15:07:10,HOSE,STOCK,14.9,16.0,14.0,15.0,15.0,14.9,15.0,14.93,8.86,8.86,8.802,8.86,8.818,347570.0,5190063000.0,0.0,0.0,0.1,0.0591,0.6711
BID,2014-07-21,15:07:10,HOSE,STOCK,15.0,15.9,13.9,14.9,15.0,14.8,14.9,14.9,8.802,8.86,8.743,8.802,8.802,126260.0,1880648000.0,0.0,0.0,-0.1,-0.0591,-0.6667
BID,2014-07-22,15:07:09,HOSE,STOCK,14.9,15.8,13.8,14.8,14.9,14.7,14.8,14.8,8.743,8.802,8.683,8.743,8.743,95750.0,1417108000.0,0.0,0.0,-0.1,-0.0591,-0.6711
BID,2014-07-23,15:07:06,HOSE,STOCK,14.8,15.7,13.7,14.9,14.9,14.7,14.7,14.71,8.802,8.802,8.683,8.683,8.689,142650.0,2098716000.0,0.0,0.0,-0.1,-0.0591,-0.6757
BID,2014-07-24,15:07:07,HOSE,STOCK,14.7,15.8,13.8,14.7,14.9,14.7,14.8,14.78,8.683,8.802,8.683,8.743,8.73,185940.0,2748592000.0,0.0,0.0,0.1,0.0591,0.6803
BID,2014-07-25,15:07:33,HOSE,STOCK,14.8,16.3,14.3,14.8,15.7,14.8,15.3,15.33,8.743,9.274,8.743,9.038,9.055,1736770.0,26622907000.0,0.0,0.0,0.5,0.2954,3.3784
BID,2014-07-28,15:07:09,HOSE,STOCK,15.3,16.3,14.3,15.3,15.4,15.1,15.3,15.23,9.038,9.097,8.919,9.038,8.997,450520.0,6861675000.0,0.0,0.0,0.0,0.0,0.0
BID,2014-07-29,15:07:08,HOSE,STOCK,15.3,16.1,14.1,15.4,15.4,15.1,15.1,15.24,9.097,9.097,8.919,8.919,9.002,242380.0,3693985000.0,0.0,0.0,-0.2,-0.1181,-1.3072
